texto,labels
"	Desde os mais sombrios tempos terrestres, nos quais os seres humanos, já inseridos num espaço geográfico, desenvolviam seus próprios níveis de organização social, pais possuíam livre arbítrio para educar seus filhos. Não contentes com esse passado inserido sob o futuro, surge, [sem vírgula] uma nova lei que coíbe os pais de usar de punições físicas contra seus próprios filhos. É uma ideia iluminista que apareceu nos dias de hoje, um brilhantismo repentino que há muito não se via. Ouvindo aos clamores surdos de uma sociedade contemporânea, alguém foi humano o suficiente e criou essa lei.		Alguns pais, principalmente os mais conservadores, diriam que esta lei rompe o poder, [sem vírgula] inserido à [a] ele, [sem vírgula] de educar seus próprios filhos sob sua própria visão de mundo. Mas o que acontece de verdade é uma simples lise de um alterego inconformado com a perda de direitos sobre a sua “propriedade”. Seria de caráter minimalista e simplório dizer que palmadas são meios de educar um ser humano. Há uma linha tênue entre correção e violência, que, eventualmente, se cruza, se funde e dela não é mais possível distinguir as duas.		É impossível controlar instintos bárbaros que transcendem a razão e partem rumo à realidade, e no caso da violência corporal, pode ser no mínimo, traumático. Somente o ser humano age contra os da sua própria espécie de forma premeditada, mas um adulto e uma criança são circunstancias [circunstâncias] desiguais. Como Alexandre Henry, [sem vírgula] cita em seu texto “O diálogo sempre deve vir primeiro”. E dizer que a vida será violenta para os filhos, dizer que nem sempre vai haver diálogos pacíficos é um modo retrógrado de pensar, e, radicalmente, alienar a visão de mundo que seu filho terá no futuro.		O pai que deseja a vetação dessa lei pode ter sofrido violência de seus pais, que podem ter sofrido dos seus, este é, portanto, um círculo vicioso, e se não parado, sem fim. Então é de necessidade geral acabar com essas violências, é um caso de sociedade como um todo, pois senão, tudo girará em torno dessa roda gigante.",2
"	A mídia, atualmente, representa a forma de comunicação com maior abrangência sobre as camadas sociais. Novelas, telejornais, programas de TV, seriados, entre tantas outras programações televisivas se instalam nos lares sem pedir licença nem opinião. Sendo assim, diante de tanta facilidade em se interagir com esse meio, resta a pergunta: Que garantias se tem sobre influências benéficas que ele pode trazer? Estou segura em deixar meus filhos com acesso irrestrito à tal artefato? A resposta é não.	Tanto as redes de TV como a imprensa midiática mantém suas bases no que se tornou principal: os lucros. Em virtude disso, pode-se inferir que influenciar o que se apresenta na mídia e ser influenciado por esses valores é uma questão nebulosa, que muitas vezes ultrapassa o raciocínio comum. A mídia procura mostrar ações que incitem o crescimento de suas empresas parceiras, sendo mais objetivas, vendendo suas ideias e programas através de propagandas. E, para isso, ela produz a interatividade com o telespectador, criando laços de “família” entre o telespectador e o personagem, que pode influenciar muitas atitudes e comportamentos da sociedade.	Muitas vezes, mostrar intimidades, dramas da vida comum, jogos de poder e dinheiro trazem da ficção para o mundo real atitudes de caráter duvidoso. Contudo, a criança que talvez nunca tenha visto atitudes como essas começa a despertar para um mundo que ainda não é o seu, e muitas vezes desenvolve valores os quais não são os melhores socialmente. A imagem do vilão saindo da história com um sorriso no rosto pode gerar interpretações equivocadas sofre a realidade.	Em síntese, os maiores riscos aos quais somos submetidos é de sermos talhados aos moldes midiáticos. É necessária uma mídia que eduque, que mostre os valores reais de direito e cidadania. A mídia revela o mundo que criamos. Se ela está corrompida, assim a mantemos a bel prazer, conscientemente ou não.Cabe a nós, então, mantê-la ou transformá-la. Como sempre, atitude é sempre a solução.",3
"	O acesso a [à] internet no século XXI está bastante difundido, a cada dia mais e mais pessoas se cadastram em redes sociais, como por exemplo; Facebook, Twitter, Orkut, MSN, entre tantos outros. Pode-se encontrar na internet informações que sem a sua ajuda levariam dias, ou até nunca pudessem ser encontradas. Nela é possível ler livros e ver filmes sem precisar pagar.	Graças a [à] internet é possível duas pessoas que moram em diferentes continentes manterem contato de uma maneira muito simples. É possível estabelecer amizades com novas pessoas sem nunca [ter] a conhecido pessoalmente. Porém, essas amizade [amizades] no 'mundo virtual' nunca poderão chegar a ter a mesma intensidade que uma amizade no 'mundo físico'. Uma amizade não pode apenas ser construída por intermédio das redes sociais.	A internet muitas vezes faz de seus usuários, seus reféns. Pessoas deixam de sair de casa para ficar 'online'. Interrompem conversas para entrar no Facebook ou Twitter. Deixam de dormir ou de estudar para jogar jogos virtuais.	A internet é facilitadora, porém, excludente. Já que muitas vezes seus usuários deixam de sair com amigos ou andar na praia por exemplo, para ficar nela. E muitas vezes, em redes sociais como o Facebook, seus usuários acabam vivendo e se preocupando mais com a vida dos outros, do que as delas mesmas.",2
"	Sorocaba, 22 de junho de 2011	Excelentíssima senhora presidente Dilma Rousseff,	Venho fazer um apelo, em nome dos usuários da Cannabis sativa, será que não está na hora de legalizar? Depois de sofrer e enfrentar bravamente a ditadura, acredito que a senhora seja a pessoa mais indicada para levar essa discussão adiante. Como presidente de um país de futuro promissor, sabemos que as drogas ainda causam problemas. Problemas que podem ser reduzidos brutalmente com a legalização da maconha, uma vez que concordamos que um país livre das drogas, é pura utopia.	Devemos redigir a discussão de maneira justa, o que trás mais prejuízo pra sociedade; o efeito da maconha no usuário ou a violência do trafico? Podemos ter a resposta na ponta da língua, se levar em consideração que, estudos comprovam que a maconha não causa câncer ou queima neurônios, podendo ainda ser usada para fins medicinais, diminuindo o sofrimento dos pacientes com dores crônicas, causadas pela quimioterapia, AIDS e outras.	Fernando Gabeira, ex-deputado federal, revolucionário que lutou na ditadura ao seu lado, defende o uso da erva. E ele não está sozinho, muitos políticos, músicos, artistas e professores das principais universidades do Brasil apóiam a tese, que a legalização é a melhor opção.	Apesar de usuária há três anos, não sou viciada e levo uma vida normal. Infelizmente, não posso dizer o mesmo dos meus amigos. Muitos foram presos e se tornaram pessoas terríveis, outros já perderam a vida. Tendo isso como experiência, posso adiantar que tratar um usuário de drogas como bandido, não ajuda, prende-lo só o torna pior. A cadeia é como uma escola, você entra usuário de maconha, e sai viciado em crack e cocaína, ou pior ainda, um assassino. O trafico cresce a cada dia, junto co ele o crime, está na hora de trocar o revolver pela caneta.	Mas tanto eu quanto a senhora, sabemos que o Brasil não se encontra em situação propicia para tal mudança. A saúde publica enfrenta crises intermináveis, nossas leis precisam ser mais rígidas e aplicáveis a todos, sem exceções, a segurança precisa ser mais precisa, mais audaz e menos violenta. Ajustes, que não deveriam ter a necessidade de serem feitos, já que é o mínimo que a população deveria ter. Mas mesmo sem eles, devermos falar abertamente sobre maconha. Pois a senhora, melhor do que ninguém sabe o valor da liberdade, e o poder de mudança que ela tem na sociedade.	De uma cidadã que votou na senhora	T.E",2
"	É notório que o mundo está passando por grandes transformações, em sua grande maioria, sob aspectos negativos. São mudanças climáticas, terremotos, tsunamis, furacões e diversos outros problemas causados, em sua maioria, pela ação humana. A ganância pelo poder, dinheiro e diversas outras coisas supérfluas estão causando inúmeros prejuízos ao nosso planeta e a nós mesmos. Tal fato, que parece ser recente, remonta à Revolução Industrial de centenas de anos atrás, o que se constitui em preocupações ainda maiores. Se por um lado as “grandes potências” aumentam seus poderes e seus capitais, por outro utilizam descontroladamente os recursos ambientais, destruindo a nossa maior riqueza: o meio ambiente. Será que precisamos de tanto dinheiro, fomentando assim a degradação do nosso mundo? O Japão, por exemplo, sentiu a força da natureza quando foi assolado por um poderoso terremoto. A tecnologia por um momento pareceu contribuir com a “revolta” da natureza quando a usina nuclear de Fukushima pôs em risco a vida de milhares de pessoas que viviam ao seu redor devido à catástrofe natural. Apesar disso, as autoridades fingem que não vêem que a natureza apenas paga com a mesma moeda os maus-tratos que sofre do homem. Isso é lamentável! Não adianta buscarmos o dinheiro de forma desenfreada, pois é perceptível que nem ele, nem qualquer bem material podem comprar a vida do nosso planeta. A hora de acordarmos para a verdadeira realidade já passou há muito tempo, mas nunca é tarde para medirmos nossos atos e prolongarmos aqueles que são nossos verdadeiros bens: nosso planeta e, conseqüentemente, nossa vida.",2
"	A imprensa desde seu inicio [início] e principalmente em nossa contemporaneidade é a ponte de ligação entre o homem e a informação. Os românticos com os folhetins ""exportavam"" sua arte, os grandes acontecimentos mudaram-se para a esquina ao lado, foi a partir da criação da imprensa seja pela folha de jornal, TV ou internet que o mundo tornou-se uma pequena bola a disposição da humanidade.	É notório e indubitável a importância da imprensa na sociedade não apenas pela simples informação ou pelo lazer, mas por ser fundamental no exercício da democracia. Contudo, toda informação vinda da mídia não deve ser recebida como uma verdade absoluta, uma filtração sempre se faz necessária, pois todos os meios vinculam a informação de acordo com seu interesse.	Além disso, não apenas os adultos [vírgula] mas também as crianças estão expostas a influencia [nfluência] da mídia. A criança ainda esta [está] na fase de aprendizado [vírgula]onde tudo o que é imposto a ela é recebido de forma espontânea e absorvido rapidamente, logo uma criança não tem uma mente totalmente formada para assimilar toda a violência e desgraça que passa no mundo, assim ,criando uma criança violenta com medo da sociedade.	A mídia tem o poder ilusório faz com que seu candidato politico aparente honestidade ,da mesma forma,em revistas teen faz com que nasça o espirito [espírito] consumista dentro da população mais jovem com ideais de padrão de beleza a ser seguido por todos.	Cabe ao indivíduo [vírgula] portanto[vírgula] capacitar seu intelecto de forma que não torno-se [se torne]mais um ""papagaio racional"" , mas sim um indivíduo de olhar crítico e de senso analisador aguçado.",2
"A expectativa de vermos o Brasil como país-sede da Copa de 2014 é completamente contagiante. Enquanto isso esquecemos detalhes essenciais para a realização de um projeto grandioso como este.Empenhar-se em ganhar a Copa é o que realmente desejamos para a nossa seleção,embora o custo para isso seja alto.A FIFA  exige insenção de impostos,uma soberania descabível e ausente da realidade financeira do país-sede envolvido.Naõ adianta buscarmos pretextos para tentar entender o quanto e como deve gastar o Governo.De qualquer maneira os cofres públicos são extorquidos para garantir a infra-estrutura e outra demais exigências feitas pela FIFA.Observações do investimento financeiro e retorno destesão tão necessárias quanto a garra dos jogadoresemganhara Copa do Mundo.É de extrema importância, uma avaliação de como a economia do país estará na decorrência do evento e quanto custará aos cofres públicos a realização deste.Esperamos ansiosamente, que o Brasil esteja pronto e financeiramente estruturado, para participar da Copa do Mundo de 2014.È prodigioso imaginar, a sensação de nós brasileiros torcendo num estádio colorido com verde e amarelo.",4
"	A autoridade dos pais é enfraquecida na medida em que a justiça intervem [intervém] , colocando limites no modo em que os mesmos devem educar seus filhos.Sabendo que todo pai tem plena conciência que só o diálogo e bom exemplo traz um resultado satisfátório na educação de seu filho.	Não se educa batendo, nem tão pouco agredindo, mas os pais perante seus filhos devem ser a autoridade maior, desde que não ultrapassem para uma real agressão ou para castigos tortuosos, pois à [a] partir do momento em que os menores supõem que a autoridade maior não é dos pais e sim da justiça eles não tem respeito pelos mesmos, pensam que não poderão ser punidos.	As crianças de hoje não são mais filhos de seus pais e sim de um conjunto de leis, que foram criadas para garntir [garantir] os direitos das crianças e adolescentes, leis essas que os mesmos só aprendem os seus direitos e nunca os seus deveres.	Motivo esse que se deve a falta de exigência do cumprimento dos mesmos.,	O menor deve ir à escola, porem [porém] o mesmo se recusa, o pai conversa explicando a importância da mesma, no entanto o menor prefere ficar em casa assistindo tv,dormindo, enfim ... se recusa a ir, o pai na sua vasta experiência de vida sabe que um dia a conta vai chegar, como ele não pode arrastar seu filho até a escola , nem ameaçar [vírgula] pois de nada lhe adianta a ameaça [vírgula] pois seu filho sabe que ele não poderá cumpri-la, só lhe resta esperar que o outro pai de seu filho AS LEIS ,cartilha esta que hoje em dia todas as crianças sabem de cór desde que saem da maternidade, encontre uma maneira de lhe enplicarem [explicarem] melhor ,que as leis não só lhes garantem os seus direitos [vírgula] mas também os fazem devedores de cumprir seus deveres e assim teremos uma nova geração de jovens cidadôes [cidadãos] cumpridores de seus deveres e atentos aos seus direitos.	Que a mídia e as escolas reforcem as crianças o que é ser cidadão, e assim no futuro não se precisará fazer leis para ensinar os pais a educarem seus filhos, de geração em geração , a violência doméstica deixará de existir.",2
"	Existe uma grosseira visão de que apenas dinheiro desviado e dólar na cueca são exemplos de corrupção. A simples ação de omitir alguma coisa em troca de recompensa faz parte da enorme lista de atos corruptos.	Cometer um crime grave e poder pagar fiança também não faz parte? Não se sabe se ainda existe justiça ou não, pois até ela está sendo comprada. O justo, que era pra ser de todos, encontra-se agora do lado dos poderosos. Tudo isso por tentar dar um jeitinho nas coisas.	O brasileiro já se habituou tanto com esse “jeitinho” que ao ver, nem se sente incomodando. [incomodado] Uma gratificação aqui, outra ali, é o suficiente para dar continuidade a esse ciclo que parece não ter fim. Pode até parecer implícito, mas somente para os que assim querem.	Para onde foi à honestidade das pessoas? Talvez a modernidade tenha tomado o lugar. Agora o que mais importa é o versátil, não respeitando a maneira certa para se conseguir isso. Procuram atalhos para chegar da forma mais rápida ao objetivo.	Portanto, o maior motivo que faz do Brasil um país tão corrupto é a falta de severidade nas punições. Sempre é possível encontrar uma brecha nas leis para fugir da responsabilidade. Já passou da hora de dar um basta nisso.",1
"	Um dos assuntos muito polêmico hoje em dia é se a comercialização da maconha deve ser legalizada. E para que fins isso pode trazer para a sociedade?	Antes da maconha ser proibida no séc. XX 1em vários países incluído o Brasil, ela era utilizada por pessoas mais pobres e não causava repúdio e preconceito. Mas quando as pessoas de classe média começaram o uso da droga, transformou motivo de preocupação.	Com a proibição do uso da droga através da justiça federal brasileira, trouxe um aumento significativo ao tráfico de drogas na qual vemos atualmente nos jornais causando violência e morte entre os mais jovens.	E como o ex-presidente 1FHC1 comentou o documentário “Quebrando o tabu”, em que ele defende a descriminalização das drogas, ele está correto quando disse que “o viciado não é um criminoso, porém um doente que precisa de tratamento”, pois de acordo com legislação classifica que os usuários de drogas são como verdadeiros marginais.	Além disso, o nacotráfico não acaba enquanto houver proibição, pois a proibição atenta contra a liberdade de consumir. É necessário legalizar para acabar com a comercialização ilegal, pois o narcotráfico financia violência, guerrilhas, corrupção, transformando em narcopolítica. Legalizando a maconha as autoridades podem utilizar a maconha para fins medicinais para tratamento de doenças e combate ao vício, prevenção e reabilitação dos viciados.",2
"	A preocupação com o desenvolvimento sustentável teve inicio em Paris - em 1968 - na Conferência sobre a Biofera que contava com estudiosos e especialistas em ciências. Após esse evento - em 1972 - houve a primeira Conferência das Nações Unidas sobre Meio Ambiente, em Estocolmo, onde pela primeira vez láderes mundiais reuniram-se para discutir o assunto. Motivados por essa preocupação, reuniram-se novamente - em 1992 - na II Conferência Sobre o Meio Ambiente e o Desenvolvimento - RIO 92 - nesse encontro redigiu-se a Carta Terra - conhecida como Declaração do Rio - onde propunha-se estabelecer acordos internacionais que respeitem os interesses de todos e protejam a integridade do sistema global de ecologia e desenvolvimento e a Agenda 21 que visa preparar o mundo para os futuros problemas ambientais, tendo como foco a responsabilidade dos governos. Em 1997, na cidade japonesa de Kyoto, foi assinado entre oitenta e quatro países o Protocolo de Kyoto que estabeleceu metas percentuais na redução de poluentes. Contudo, em 2001 desliga-se do protocolo os EUA, sobre a afirmação de que essa assinatura lhes custaria prejuízos econômicos, deixando claro que ainda confunde-se desenvolvimento sustentável com regresso econômico.	 Com tantas conferências, infelizmente com poucos resultados concretos, fica claro que existe uma preocupação mundial com o meio ambiente e que se busca ainda um desenvolvimento viável. Todavia, países extremamente imperialistas como o EUA, que são por consequência os principais poluidores, dificultam essas negociações impossibilitando a implantação de uma política eficaz de proteção ao ecossistema, garantindo a sobrevivênvia e melhores condições de vida para as futuras gerações. Assim, como já afirmavam os editores da Agenda 21: ""A humanidade de hoje tem a habilidade de desenvolver-se de uma forma sustentável, entretanto é preciso garantir as necessidades do presente sem comprometer as habilidades das futuras gerações em encontrar suas próprias necessidades"". Contudo, há diversos meios de se consenciar [conciliar] sustentabilidade e economia. Nas matas - por exemplo - a extração de frutos por ela produzidos é uma alternativa compatível com o propósito, uma vez que na Mata Atlântica se produz babaçus, cajus, que inclusive podem ser usados na fabricação de biodiesel.	 Percebemos a necessidade de conscientização de todos para efetivar essas melhorias. Pois elas são de extrema importância para que possamos garantir a continuidade da vida sem agredir o meio ambiente. Posto que há recursos naturais suficientes para não ser preciso desmatar, basta projetos e iniciativas do governo em parceria com universidades e ONGs para utilizar esses recursos em pról [prol] de uma determinada região. Em lugares aonde se dispõe de ventos com abundância – por exemplo - pode-se instalar parques eólicos, a exemplo da Espanha. Em fim, precisa-se é de inciativas e de muita conscientização, é fundamental se conscientizar que desenvolver-se economicamente é desenvolver-se sustentavelmente.",3
"	O estado deve interferir na educação dada pelos pais com o intuito de inibir as agressões que são cometidas por estes com a falsa pretensão de educar os filhos, elemento que muitas vezes desmotiva os jovens.	O estresse do dia-a-dia acaba acarretando mal humor, o que leva muitos pais a perderem a paciência, às vezes por coisas simplórias [vírgula] como a dificuldade dos filhos em um exercício escolar ou uma desobediência. Muitas vezes esse método de educação criam [cria] jovens rebeldes que não respeitam as ordens e não têm confiança em seus pais para conversarem, contarem seus sonhos e suas escolhas para o futuro.	Essa falta de paciência na maioria dos casos levam às violências físicas e verbais, que acabam não respeitando os direitos dos adolescentes. Essa é uma forma de educação que gera problemas graves, pois a criança desenvolverá um medo de fazer perguntas aos pais, falar em público, ou até mesmo conversar com os amigos, fatores que são inerentes à sua formação como cidadão.	A ação do Estado tem o objetivo de tornar a punição dos jovens menos severa, não agressiva, mas de forma pacífica, através de conversas, pois é muito mais fácil e prazeroso educar com amor do que fazer isto mediante a violência, e também desse modo podemos fazer com os jovens no futuro respeitem os seus filhos.",2
" Rio de janeiro sempre foi uma cidade muito admirada e visitada por turistas do mundo inteiro, mas depois de algusn anos se tornou alvo da ação dos traficantes.  Com algumas das maiores favelas da América do sul, esses traficantes agem de maneira abrupta em relação aos demais cidadãos, sem contar que eles são indiretamente bancados por certa parte da elite política. Como vem ao caso, agora, a ''nova moda'' é a contrução de um muro que, separaria as favelas do resto da cidade. O que eles não se dão conta ou finjem, é que esse muro piora a situação dos moradores inocentes e trabalhadores que, cada vez ficariam mais revoltados, pois pouco adianta criar barreiras, onde a solução seria investir o mesmo dinheiro em processos de empregos, lazer, moradia,  obtendo-se assim, uma forma de vida digna. Esperamos de tal maneira que os próprios governantes tomem conta disso, não só eles, mas a população mais ainda, para que isso pelo menos não se torne mais uma forma de exclusão social e caixa 2 !",4
"                             	                             	A sociedade em geral sofre mutações, e o poder público é extremamente responsável por isso. Para suprir essas mudanças, o governo encontra maneiras absurdas de melhoria para a população, A realidade é: os beneficiados são sempre os mais ricos, o que leva a uma revolta da sociedade. O problema das favelas do Rio de Janeiro é justamente o esquecimento do executivo, que em outrora beneficia as classes mais altas.Pode-se afirmar que nas diversas mudanças pela qual passa a sociedade, o poder executivo é sempre causador de polêmica. A construção de muros nas favelas da cidade do Rio, é mais uma proposta absurda. Afim de separar a área urbana da ambiental, não se vê motivos concretos para se fazer jus a essa extrema decisão. No meio disso tudo, as pessoas que ali moram são as mais afetadas.Nota-se que as melhorias são necessárias, desde que não afetem diretamente a moral do cidadão, que além de sofrer com a violência e todos os problemas pelo qual passa a população brasileira, tende a passar por mais este constrangimento. Vê-se a exemplos históricos da construção de muros, como o de Berlim, que tanto mau trouxe a população alemã da época, que após a destruição, desenvolveu-se afetada.Diante do que se expôs, vê-se que por trás da construção desses muros, o interesse fundamental, é a valorização territorial, benefícios empresariais, que são ocultados na idéia ambiental. A sociedade, por sua vez, não tende a ser ajudada de nenhuma forma, aliás não se vê benefício algum pra população, o que nos dias atuais seria de extrema importância, um mínimo de preocupação do poder público.Cleyton Cledson M. Costa - Arapiraca/AL",3
"	A mídia escandalizou, mais uma vez, o que lhe dava audiência. Buscou procurar respostas ao atentado em Realengo e o porquê de tal acontecimento; em geral, sem mostrar o que poderia ser feito pra mudar, além do tão abordado tema do aumento da segurança na escola.		Não é possível usar o caso como principal motivo para que haja mudanças no ambiente escolar, é preciso isolar o caso e lembrar que o ocorrido poderia ter acontecido em um hospital, uma padaria, uma parada de ônibus por uma pessoa com problemas mentais; ao menos, que acontecimentos semelhantes se tornassem frequentes no meio da sociedade, devendo-se tomar outros preceitos para análise. Da mesma forma que casos semelhantes ocorreram em outros países.		As soluções são as mais diferentes, mas a que traria mais rápida e eficiente resposta seria a integração “total” das comunidades vizinhas às escolas. Oferecendo oficinas que juntem os alunos em atividades extracurriculares, que traga diversão ao ambiente com aulas de artes, música, dança, teatro e os mais variados esportes. Não obstante, é preciso o compartilhamento desses momentos com os pais dos alunos, oferecendo palestras de educadores e pessoas da área com temas relevantes ao desempenho do aluno, futuras profissões, violência, bullying. Mostrando a importância que os pais possuem na educação dos filhos, e que é necessário acompanhamento minucioso, pois, nos dias atuais é comum o emprego de toda responsabilidade da formação dos jovens aos professores e educadores, conceito totalmente errado que precisa ser alterado de forma progressiva.	A instituição da família continua sendo a mais importante instituição do planeta da formação do adulto, salvo pequeníssimas exceções que jovens se tornam grandes pessoas sem a presença de próximos. A família tem papel importantíssimo na formação do caráter, da ética e dos valores humanos frente à uma sociedade cada vez mais deturpada.	A população precisa reivindicar grandes melhorias na educação, apesar do governo não aprovar mudanças com resultados para o futuro, que levam tempo e deixam de influenciar nas eleições próximas. A educação continuará sendo o primórdio para que uma sociedade, uma civilização, uma Nação cresça e se desenvolva de forma plena e equilibrada.       Normal  0      21      false  false  false",2
"A cada dia que passa, a violência no trânsito se torna cada vez mais freqüente, gentileza nas ruas não é uma coisa fácil de se ver. Todos estão sempre com muita pressa e estressados, e acabam agindo de maneira irracional no trânsito.Quando saímos de carro, moto, ônibus ou qualquer outro veículo de transporte, a atenção deve ser redobrada, pois nunca se sabe quem está do nosso lado. Ser atenciosos não no sentido de, fechar o vidro rapidamente quando se aproxima um motoqueiro, e sim seguir as regras da boa educação no trânsito como, encostar quando uma ambulância se aproxima, não buzinar desesperadamente em um engarrafamento ou fechar um motorista ao lado.A pressa é um dos principais motivos de brigas no trânsito. Quem nunca viu um motorista quase bater com o carro em um motoqueiro apressado, ou em ciclistas, como aconteceu recentemente em Porto Alegre, quando aqueles manifestantes foram violentamente acertados por um motorista imprudente.Além da pressa, um outro fator que contribui para desavenças é o stress, com o dia cheio as pessoas voltam para casa com a cabeça quente e esquecem do seu próximo, que também teve um dia cheio e cansativo assim como ele.A principal solução para tudo isso, é a paciência. É muito difícil ser paciente com pessoas mal educadas, apressadas ou estressadas, mas conviver em sociedade não é fácil, e requer trabalho de todas as partes.",1
"	O surgimento da imprensa ocorreu no século XV, quando Guttenberg criou um sistema de prensa utilizado para a impressão de jornais. Consequentemente, a imprensa passou a ter um papel preponderante na difusão de idéias e conhecimento. Atualmente, os meios de comunicação evoluíram e antes relacionados a jornais, livros e rádios, passaram a se difundir através de meios como a televisão via satélite e a internet, contribuindo com a velocidade de dispersão das informações. Todavia, a imprensa também apresenta inúmeros problemas e riscos, como a sua perspicaz influência sobre as pessoas, tendo em vista que as mídias não são controladas por agências reguladoras e pautam a opinião pública destacando temas ou os camuflando de acordo com a sua necessidade.	Assim sendo, os conteúdos midiáticos influenciam, sem dúvida, o público alvo. Notoriamente, o capitalismo consumista tem por ferramenta a propaganda, meio em que a finalidade é, declaradamente, influenciar as pessoas a comprar produtos. Logo o sucesso da propaganda condiciona o sucesso da alienação produzida pela mídia sobre as pessoas. A possibilidade de a mídia alterar um pensamento ou ideologia, inclusive, é abordada pela “Teoria do agendamento”, de Maxwell McCombs e Donald Shaw, de 1970. A [teoria]Teoria relaciona a repetição de conteúdos por parte da mídia com a relevância desse fato para o público, demonstrando que a imprensa é seletiva ao noticiar acontecimentos: a mídia é responsável pelo o que o público sabe e pelo o que este se importa em dado momento.	Portanto [virgula] se torna fundamental a presença de uma maior regulamentação midiática, como na existência de organizações regulamentadoras que, de certo modo, coibiria conteúdos impróprios e divergentes com o bem comum. De nenhuma forma isso se tornaria uma repressão à liberdade de imprensa, pois apesar dos veículos de comunicação serem, em sua maioria, particulares, o produto jornalístico é um serviço público, o que pressupõe deveres e responsabilidades sociais. Um exemplo bem sucedido foi a aprovação por parte do Congresso americano, em 1990, de uma lei que regulava a veiculação de programas violentos – apesar de contestado, é cientificamente comprovado que crianças, nos primeiros anos de escola, que ficam expostas a muitas horas de violência na televisão, têm maior tendência a comportamentos agressivos durante a adolescência. Por conseguinte, a regulamentação é essencial para uma mídia condizente com a realidade social em que vivemos.",3
"	Educar um filho não é tarefa fácil e muitos pais utilizam a força física para impor disciplina, ou seja, palmada, puxão de orelha e até punições mais sérias. Apesar de não ser o correto, essas punições muitas das vezes tem resultado, mas já em outros casos é possível não observar uma correção. Então os pais sabem uma maneira de tentar educar, no entanto [vírgula] a lei que está presente na sociedade, como a lei da palmada, estabelece regras a serem seguidas.		A lei da palmada que entrou em vigor proíbe qualquer agressão feita à criança e o adolescente, e o Estado que exerce autoridade sobre a sociedade elabora as leis e é dever de nós cumpri-las. Mas esta lei não é aceita por todos, porque alguns afirmam que a palmada pode ser útil para disciplinar uma criança. Então o Estado pode sim elaborar suas leis e interferir diretamente no modo de educar uma criança e um adolescente, contanto que não exagere, pois em minha opinião o pai saberá quando deve dá [dar] uma palmada no seu filho se necessário, porque só falar até pode ajudar, mas não é o suficiente.		Na sociedade na qual vivemos, onde [em que] a violência assusta a população, as pessoas envolvidas no crime, com certeza na sua infância não tiveram a atenção necessária dos pais, começando pela falta de palmadas, por que [porque] é comum saber de relatos, de pais que se quer se importam com o que seu filho está fazendo, ou seja, o diálogo não adianta muito.		Portanto, sei que o diálogo é o primeiro passo de orientar um filho, pois tenho certeza que o pai ou a mãe fala sim alguma coisa para tentar evitar o pior, mas por outro lado o Estado mesmo tendo autoridade sobre a sociedade ao criar as leis, deve maneirar nas suas tomadas de decisões, e informar aos pais as devidas soluções, e não apenas evitar dá palmada.",2
"	O bullying é um termo anglo-saxônico utilizado para designar atos como humilhações e agressões. Existem vários tipos de bullying, entre eles, o mais freqüente é o que ocorre no ambiente escolar com crianças e adolescentes. Geralmente, pessoas obesas, portadoras de deficiência, negras, tímidas ou pouco sociáveis são alvos da massa considerada popular na escola.	Essa ação nos leva a fazer uma análise mais profunda dos valores pregados na sociedade. Em um mundo no qual a mídia, infelizmente, retrata com intensidade práticas violentas e que um sistema econômico valoriza a competição é cada vez mais comum realidades como essa.	Os alunos que sofrem bullying se tornam pessoas retraídas, assustadas, têm déficit no rendimento escolar e podem revidar as agressões. Em casos extremos, chegam a cometer homicídios para depois tirar a própria vida.	A instituição que está na base da formação do cidadão é a família e cabe a ela transmitir os valores morais, principalmente o respeito ao próximo. Em contrapartida, a escola deve conceder o conhecimento científico e, sobretudo reforçar esses valores por meio de disciplinas como Cidadania e Sociologia.	Realizações de palestras com a participação dos pais e/ou responsáveis, discussão do assunto em sala de aula entre professores e estudantes levam a diminuição de casos e a conscientização. Vale salientar, novamente, que a família deve construir uma estrutura forte e estar sempre aberta a qualquer tipo de conversação.",1
"	Inegavelmente, a corrupção tem crescido gradativamente no Brasil, políticos, funcionários públicos e outros favorecidos de poder estão se esquecendo para que foram postos em tal função, e roubam descaradamente os bens públicos, sem se preocuparem com as consequências de suas ações.	A lei e bom senso são desconhecidos no meio de tais, podemos perceber diariamente, através da mídia, que os políticos honestos estão ficando cada vez mais escassos, e que o número de corruptos só cresce. Com esse grande crescimento de políticos corruptos, só se torna mais difícil o avanço no país. Pois o que poderia está sendo investido, está sendo gasto por eles.	De acordo com a reportagem feita por uma repórter da Folha Uol, Mostrou que o valor equivalente a economia da Bolívia, foi desviado de cofre público em 7 anos, de 2002 a 2007 no Brasil. O que proporciona ao mesmo, uma queda gradativa em sua economia, ou seja, um dinheiro que poderia ser investido no povo foi roubado por lideres [líderes] fajutos.	Esquemas desse tipo podemos ver acontecendo a cada dia, pois os meios de comunicação não nos deixar [deixam] passar despercebidos. Atualmente no Brasil [vírgula] esse tipo de abuso de poder público esta [está]se tornando normal, pois as pessoas parecem não mais se importar com o que fazem com seus impostos pagos.	O necessário seria que as autoridades e o governo, [sem vírgula] tomassem providências que surtissem efeito, como investir na fiscalização e estabelecer pena para os que praticam estes atos. Pois sem estas devidas ações o Brasil irá estagnar, e não conseguirá avançar em sua economia.",2
